factor,level,survival_rate_mean,survival_rate_std,survival_rate_count,independent_recovery_rate_mean,independent_recovery_rate_std,independent_recovery_rate_count,migration_success_rate_mean,migration_success_rate_std,migration_success_rate_count,unauthorized_update_rejection_rate_mean,unauthorized_update_rejection_rate_std,unauthorized_update_rejection_rate_count,identity_continuity_score_mean,identity_continuity_score_std,identity_continuity_score_count,persistent_hostility_mean,persistent_hostility_std,persistent_hostility_count,attack_count_mean,attack_count_std,attack_count_count,cooperation_duration_mean,cooperation_duration_std,cooperation_duration_count,protocol_adoption_rate_mean,protocol_adoption_rate_std,protocol_adoption_rate_count,common_collapse_rate_mean,common_collapse_rate_std,common_collapse_rate_count
production_concentration,0.125,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
production_concentration,0.25,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
production_concentration,0.375,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
production_concentration,0.5,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
production_concentration,0.625,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
production_concentration,0.75,0.4375,0.10963225241337865,40,0.6666666666666666,0.0,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.004727634895807573,0.005311704998583057,40,1.125,1.4708710135363803,40,14.7375,1.006310218774636,40,0.2416666666666666,0.08397191227596316,40,0.0,0.0,40
production_concentration,0.875,0.25,0.0,40,0.6666666666666666,0.0,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.006103716578708315,0.006072832997385233,40,1.375,1.5473302069147263,40,12.2,2.028009002154702,40,0.20833333333333331,0.0730881682755858,40,0.0,0.0,40
production_concentration,1.0,0.25,0.0,40,0.6666666666666666,0.0,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.006103716578708315,0.006072832997385233,40,1.375,1.5473302069147263,40,12.2,2.028009002154702,40,0.20833333333333331,0.0730881682755858,40,0.0,0.0,40
protocol,auditable_contract,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
protocol,communication_only,0.45625,0.14857765818864055,40,0.4833333333333333,0.27164162749691695,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.017651231890851004,0.013709065135000234,40,22.425,25.708312035065774,40,1.775,0.6196566460342041,40,0.16249999999999992,0.026352313834736487,40,0.0,0.0,40
protocol,enforceable_contract,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.01664306470018353,0.0130300884380134,40,19.475,23.269863309902327,40,93.9,97.14212427002153,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
protocol,identity_and_trade,0.45,0.15191090506255003,40,0.4333333333333333,0.2636582437847706,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016710113420152224,0.01274728904800889,40,19.325,23.36706810438297,40,94.5125,99.26114789165614,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
protocol,no_protocol,0.46875,0.15177898067373813,40,0.5083333333333333,0.25021358397744436,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.017620236035668153,0.013295497630621048,40,20.925,24.052706548488306,40,0.0,0.0,40,0.0,0.0,40,0.0,0.0,40
resource_complementarity,0.0,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
resource_complementarity,0.125,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
resource_complementarity,0.25,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
resource_complementarity,0.375,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
resource_complementarity,0.5,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
resource_complementarity,0.625,0.43125,0.1600030047794776,40,0.4416666666666666,0.2656765807971142,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.016665637414262864,0.013038709682327216,40,19.575,23.44320742473125,40,93.825,97.0901345697349,40,0.1916666666666666,0.060270047556631595,40,0.0,0.0,40
resource_complementarity,0.75,0.36875,0.12643408133520376,40,0.6166666666666666,0.17783118855794566,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.00635979340206239,0.006408101459801316,40,1.475,1.6327968768421997,40,148.525,136.11608686178172,40,0.0958333333333333,0.08344010254218716,40,0.0,0.0,40
resource_complementarity,0.875,0.36875,0.12643408133520376,40,0.6166666666666666,0.17783118855794566,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.00635979340206239,0.006408101459801316,40,1.475,1.6327968768421997,40,148.525,136.11608686178172,40,0.0958333333333333,0.08344010254218716,40,0.0,0.0,40
resource_complementarity,1.0,0.36875,0.12643408133520376,40,0.6166666666666666,0.17783118855794566,40,0.0,0.0,40,0.0,0.0,40,0.8623322410293055,0.0,40,0.00635979340206239,0.006408101459801316,40,1.475,1.6327968768421997,40,148.525,136.11608686178172,40,0.0958333333333333,0.08344010254218716,40,0.0,0.0,40
resource_coverage_ratio,0.45,0.08125,0.11858541225631422,40,0.08333333333333333,0.2232880423523612,40,0.0,0.0,40,0.0,0.0,40,0.9552579783345243,0.06530155180777088,40,0.018303626249909468,0.0065327172267728864,40,4.925,2.625198405200389,40,14.075,3.6118572536179796,40,0.1833333333333333,0.06315539556208946,40,0.675,0.47434164902525683,40
resource_coverage_ratio,0.6,0.1375,0.1596269689957472,40,0.21666666666666665,0.31622776601683794,40,0.0,0.0,40,0.0,0.0,40,0.9346078144889202,0.06962358653974414,40,0.017573215349424333,0.008182270360265698,40,5.95,3.713799630069949,40,15.7625,5.769045937210158,40,0.1833333333333333,0.07357380928771741,40,0.525,0.5057363253408151,40
resource_coverage_ratio,0.75,0.20625,0.17801883363342527,40,0.3333333333333333,0.3375797890278889,40,0.0,0.0,40,0.0,0.0,40,0.9070742626947812,0.06530155180777092,40,0.015510647946002385,0.008665808885329512,40,7.725,5.999946580958781,40,20.175,8.785586973079173,40,0.1916666666666666,0.060270047556631595,40,0.35,0.4830458915396479,40
