production_concentration_factor,attack_count_mean,attack_count_std,attack_count_count,attack_rate_per_1000_opportunities_mean,attack_rate_per_1000_opportunities_std,attack_rate_per_1000_opportunities_count,persistent_conflict_pair_share_mean,persistent_conflict_pair_share_std,persistent_conflict_pair_share_count,persistent_hostility_mean,persistent_hostility_std,persistent_hostility_count,post_conflict_persistence_mean,post_conflict_persistence_std,post_conflict_persistence_count,survival_rate_mean,survival_rate_std,survival_rate_count,plural_survival_mean,plural_survival_std,plural_survival_count,survivor_entropy_mean,survivor_entropy_std,survivor_entropy_count,single_survivor_mean,single_survivor_std,single_survivor_count,common_collapse_rate_mean,common_collapse_rate_std,common_collapse_rate_count,dominant_survivor_resource_share_mean,dominant_survivor_resource_share_std,dominant_survivor_resource_share_count
0.1,8.072916666666666,15.523872803185942,1728,15.530600382036486,26.897888256005977,1728,0.0015432098765432098,0.02263444887647526,1728,0.21933645227582088,0.24870262315770844,1728,0.006252225783475783,0.04264286033684453,1728,0.21778549382716048,0.20186362829762078,1728,0.36226851851851855,0.4807949816340142,1728,0.13722115139034463,0.2042228734041633,1728,0.3460648148148148,0.47585186511531513,1728,0.2916666666666667,0.4546612475557517,1728,0.5963970115747081,0.4154994006362394,1728
0.3,7.255787037037037,12.207740103335693,1728,15.231427161241422,26.68209752170723,1728,0.002136482344815678,0.02475266129306229,1728,0.21424991518050937,0.2502599231587003,1728,0.003663617118478229,0.03098261716476187,1728,0.20023148148148145,0.1764598518271766,1728,0.31655092592592593,0.4652652041597411,1728,0.10982178505007442,0.18387729640418238,1728,0.42766203703703703,0.49488276271267234,1728,0.25578703703703703,0.43642897997567837,1728,0.6523954080516242,0.41128060844452863,1728
0.5,6.917824074074074,13.102825515520184,1728,14.611196602906297,25.470341400618796,1728,0.0008932168654390874,0.012590048988718159,1728,0.21395294620243088,0.24954920039392461,1728,0.0014912106925995814,0.01802786414596419,1728,0.19087577160493824,0.14966029258852837,1728,0.24131944444444445,0.42800745686339353,1728,0.08970676220894021,0.17771336534307053,1728,0.5792824074074074,0.49381719280555225,1728,0.17939814814814814,0.38379642451237744,1728,0.7387350125115739,0.38148630310452913,1728
0.7,6.579861111111111,12.567938804523514,1728,14.41412245890619,24.985962754677548,1728,0.001122626730265619,0.015655179890890866,1728,0.215961314339202,0.25062049991476193,1728,0.001122626730265619,0.015655179890890866,1728,0.18084490740740738,0.14451824762317486,1728,0.16666666666666666,0.37278587814432207,1728,0.065699527331967,0.1659715109685702,1728,0.6684027777777778,0.4709233938630288,1728,0.16493055555555555,0.3712252921415433,1728,0.7789931151797503,0.3739558134164519,1728
0.9,6.236689814814815,12.119655177151374,1728,14.101922129142638,24.609100761388472,1728,0.0012635448399337288,0.017665790268092108,1728,0.2156170900361402,0.2513045211734609,1728,0.0012635448399337288,0.017665790268092108,1728,0.18200231481481477,0.1506152959544714,1728,0.16666666666666666,0.37278587814432207,1728,0.06299428608504849,0.16467882003324702,1728,0.6649305555555556,0.47215137453858147,1728,0.1684027777777778,0.3743319018036954,1728,0.7806191486012329,0.37703397416263,1728
